channel,band,bandpower_abs_uV2,bandpower_rel,peak_hz
ch1,delta,4.4728507068657635,0.08446238623330678,2.050339366515837
ch1,theta,5.627966761205254,0.10627484202937354,4.100678733031674
ch1,alpha,7.08661056601756,0.13381891727198472,8.095305429864252
ch1,beta,22.56286184415453,0.4260623205430213,24.71012443438914
ch1,gamma,13.206427381799749,0.2493815339223136,30.048076923076923
ch2,delta,3.7756936344736785,0.08457856388431627,3.8532239819004523
ch2,theta,4.77174466423914,0.10689090535287946,4.029977375565611
ch2,alpha,5.961592908265084,0.13354445976236431,8.166006787330316
ch2,beta,18.98836894487152,0.4253546848185039,14.917986425339366
ch2,gamma,11.143859537046993,0.24963138618193598,30.295531674208146
ch3,delta,26.17984746949315,0.08610720888682735,1.626131221719457
ch3,theta,32.207508781065165,0.10593257617589917,7.317590497737556
ch3,alpha,41.02438066197361,0.13493183714036636,8.23670814479638
ch3,beta,128.84755093815107,0.4237879153465633,18.099547511312217
ch3,gamma,75.77852510295614,0.24924046245034376,31.25
ch4,delta,47.95283968122424,0.0881242060038462,2.7573529411764706
ch4,theta,56.22231735996666,0.10332124458070947,7.034785067873303
ch4,alpha,77.33655895662106,0.14212344667025728,8.166006787330316
ch4,beta,233.597387046162,0.4292881171347269,13.645361990950226
ch4,gamma,129.04149820094764,0.23714298561046007,31.179298642533936
