channel,band,bandpower_abs_uV2,bandpower_rel,peak_hz
ch1,delta,0.0014934375512283644,0.02076303064070442,0.5219933184855233
ch1,theta,0.0015999151020483775,0.022243371514954365,6.0377227171492205
ch1,alpha,0.0010681793768711047,0.014850732200687729,11.536052338530066
ch1,beta,0.008227466462229459,0.11438519013408464,24.968680400890868
ch1,gamma,0.059538726177093056,0.8277576755095688,48.71937639198218
ch2,delta,0.6414380224589465,0.08554302881376301,3.9845489977728286
ch2,theta,0.8039546844731976,0.10721646726711169,7.8994988864142535
ch2,alpha,1.009245076918351,0.1345942673682094,8.369292873051224
ch2,beta,3.1761336698574554,0.42357341555063227,13.015033407572384
ch2,gamma,1.8676539744520777,0.2490728210002836,30.014615812917594
ch3,delta,0.44033764126876607,0.08554163728111829,3.9497494432071267
ch3,theta,0.5519056990813553,0.10721526551345514,7.6211024498886415
ch3,alpha,0.6928251626294522,0.13459080761325817,8.056096881959911
ch3,beta,2.1803805721917264,0.4235688856937417,13.032433184855234
ch3,gamma,1.2821919481314228,0.24908340389842673,30.014615812917594
ch4,delta,0.6335331574268319,0.08453350050110484,3.9845489977728286
ch4,theta,0.8173264846465766,0.10905738395770889,7.499304008908686
ch4,alpha,1.0128943497731129,0.13515236577653086,8.003897550111358
ch4,beta,3.1649773213572825,0.4223087755463546,13.067232739420936
ch4,gamma,1.865731280576419,0.24894797421830084,30.014615812917594
