capture,condition,channel,window_start_sec,quality_score,quality_gate,quality_state,alpha_drive,beta_gamma_drive,rms_beta_activity,band_driven_density,spectral_register,alpha_stability,rms_band_velocity,band_note_probability,valid,rms_uV,alpha_beta_ratio,beta_over_alpha_beta,theta_alpha_ratio,slow_power,fast_power,dominant_band
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,0.0,1.0,1.0,clean,0.4837413956618222,0.44053527370514234,0.24804436271566024,0.19416811249172572,0.4814204042702324,0.44717381478748447,0.509621222903008,0.3053344899933806,True,21.703780104860602,0.9370137206500065,0.5162586043310559,2.7261340413962674,0.6462216652837038,0.2858547285422014,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,0.256,1.0,1.0,clean,0.48704266842760013,0.4359707737003619,0.25179337372420424,0.1951622961493768,0.4760157776205275,0.4506678643780267,0.5140258478806277,0.30612983691950146,True,23.994988924958864,0.9900366778138336,0.5025033011414481,2.9368586040246414,0.6544446387884097,0.2624738254771923,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,0.512,1.0,1.0,clean,0.48842612218215975,0.4340003988319182,0.25425016043820153,0.1964341632228216,0.47337433718346933,0.45251525583399843,0.516553805582539,0.30714733057825727,True,23.496028226385036,0.9716362735161107,0.5071929409224833,2.862331063551767,0.641563830981666,0.2751658318160473,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,0.768,1.0,1.0,clean,0.4656108422053331,0.45235329320831164,0.26130936272965144,0.20399410322328781,0.4837521255328783,0.4333186577279617,0.5221005481290124,0.3131952825786303,True,24.811392352958077,0.6484307792272779,0.6066375443818549,2.8031633234344655,0.6139994957360386,0.321477272807917,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,1.024,1.0,1.0,clean,0.4536791196806982,0.4619346945828069,0.26822673523991136,0.20866763663467836,0.4888948134042145,0.4220341656087921,0.5284145957097729,0.3169341093077427,True,26.186418243676403,0.712021927321818,0.5841046683075614,2.751917233936923,0.627386982071748,0.3078066156675723,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,1.28,1.0,1.0,clean,0.45899327429222414,0.4598906787932675,0.2788984332788188,0.21243268319717157,0.48779205447134666,0.4225784153596668,0.538300292313018,0.31994614655773723,True,28.907059273859524,0.9077468220001065,0.5241785694315552,2.2600708594982954,0.6023320278087703,0.32318677196937684,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,1.536,1.0,1.0,clean,0.47697370391482685,0.4505401900292362,0.2995062106445086,0.22007532974091862,0.484559761536712,0.43062078176721735,0.5567990084711192,0.3260602637927349,True,34.338650387181964,1.1455163466470888,0.46608826894161876,1.6139840858321237,0.5263027221632243,0.3731932803509719,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,1.792,1.0,1.0,clean,0.4930982614999939,0.4411117855853503,0.31398167533614474,0.22397050243896482,0.4805190152448028,0.4384038484753799,0.570330834997935,0.32917640195117187,True,34.72956294792381,1.1937491162416964,0.4558406394744628,1.7472408939093944,0.551484478812055,0.3554551539324986,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,2.048,1.0,1.0,clean,0.47788564210822343,0.4492103028327076,0.309154567500539,0.22141565277102626,0.4856923067238789,0.4248062326395354,0.5674907009283325,0.327132522216821,True,28.912345256507606,0.7535010540553035,0.5702876526249394,1.996434127199121,0.6770993145743703,0.2651726072225722,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,2.304,1.0,1.0,clean,0.4872008507089666,0.435717385466859,0.29347294317261674,0.21066736746176476,0.47745959655868847,0.4323389592194184,0.5555381760350022,0.3185338939694118,True,24.568332569363236,1.0691039814579473,0.48330098871520366,1.5643426947027184,0.731091262506259,0.19303022259809383,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,2.56,1.0,1.0,clean,0.48597431804461394,0.4335565374835766,0.2831407145516606,0.20477773345331524,0.4768046786876714,0.43193512924923516,0.54710243712686,0.31382218676265217,True,24.69220777108075,0.9308385149591479,0.5179097020517981,1.8830966015778965,0.7112155750374078,0.22338496036187483,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,2.816,0.9769458247448968,1.0,clean,0.45756972167375215,0.4582819467750078,0.282692416609676,0.20971559673249515,0.4929074416718554,0.4095002897285327,0.5446651968940056,0.3177724773859961,True,25.75301454099756,0.5813322667527708,0.6323781668261768,2.015110855386513,0.6226116662049026,0.3302568144026536,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,3.072,0.9612992521049254,1.0,clean,0.4351603803785474,0.48343727065009356,0.28909150820697194,0.21808476082195288,0.5112629999374888,0.3912259246924934,0.5469088136539877,0.3244678086575623,True,27.323931187800696,0.572815374216048,0.6358025337142953,2.3494483501735366,0.5392711941220146,0.4185717757108151,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,3.328,0.944196313739385,1.0,clean,0.4271623427759992,0.501110109851928,0.3080814328579816,0.23591817381024827,0.5267830205561814,0.3818931503748157,0.558086988304265,0.3387345390481986,True,30.69590930396544,0.671780150932737,0.5981647762937515,1.0218219997780094,0.36560297011899207,0.5537909108102347,gamma
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,3.584,0.9116136613701772,1.0,clean,0.4263364463856567,0.5130571864190122,0.3238042822599724,0.24994816453719265,0.5386697386563646,0.378584492435413,0.5668932841564515,0.3499585316297541,True,30.861287587739554,0.7352709140783144,0.5762788921786564,0.9668738735169663,0.3293745504789087,0.5876168981450052,gamma
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,3.84,0.953746590063308,1.0,clean,0.4580083610812591,0.49614987520475623,0.32321746747686,0.245640852287224,0.5311013490474584,0.4033493243141275,0.5645761887613979,0.3465126818297792,True,27.8650088966554,1.2639942115486127,0.4416972423736938,2.0115060547894856,0.4432015141827415,0.4945756504590939,gamma
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,4.096,1.0,1.0,clean,0.4418647497517553,0.5076901848197021,0.3097874882556629,0.24139562411525417,0.5355393659126424,0.39591398944246553,0.5517430554597951,0.34311649929220334,True,22.275690773500813,0.6413443180502356,0.6092566861165942,3.4248519130889865,0.5319560556541054,0.42159393892438873,delta
20260528-145251_s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,s01_20260528_ear_eeg_ch1_only_02_eyes_closed_rest_60s,0,4.352,1.0,1.0,clean,0.4163941851676924,0.5208067157391563,0.29103108679113443,0.2352039766190231,0.5392977283501288,0.380888310093711,0.5356528635106141,0.3381631812952185,True,19.329799275777294,0.5054287204586483,0.6642626026742146,3.0531203839578556,0.6122792005159983,0.34369252636628894,delta
