channel,band,bandpower_abs_uV2,bandpower_rel,peak_hz
ch1,delta,0.03283327360566038,0.07049498141305874,0.9868991844525421
ch1,theta,0.054114932561674295,0.11618796258093768,5.243579732778067
ch1,alpha,0.05713271805536976,0.12266732662004418,12.124761408988373
ch1,beta,0.18230326021400944,0.3914158878787842,23.723538087801494
ch1,gamma,0.13936916349704737,0.2992338415071753,49.551015096304006
ch2,delta,0.48375536820436577,0.0861918261091046,3.9855543987506508
ch2,theta,0.6002546684890951,0.10694877908979326,6.371464515009544
ch2,alpha,0.7555326289775395,0.13461501671455567,8.366952975880618
ch2,beta,2.3767903013231626,0.423478290504278,15.47588061773382
ch2,gamma,1.3962104729372693,0.2487660875822685,30.21429810862398
ch3,delta,0.23358258531599468,0.08457921366291926,3.8445688009717163
ch3,theta,0.3011502998413109,0.10904518211609285,6.3443519000520565
ch3,alpha,0.3701084795595834,0.1340146318218898,11.750607322575048
ch3,beta,1.1669765235598537,0.4225570009521636,13.062857886517438
ch3,gamma,0.6898841328239882,0.24980397144693445,30.187185493666494
ch4,delta,0.1333331060236781,0.09065732288982666,3.9150615998611835
ch4,theta,0.1664967378989275,0.11320630695519385,6.582942911677946
ch4,alpha,0.20683236006091835,0.1406317501279665,8.16631962519521
ch4,beta,0.6281311724015751,0.4270859069574393,13.165885823355891
ch4,gamma,0.3359439206528262,0.22841871306957365,30.002819711955578
