freq_hz,psd_v2_per_hz
0.0,8.447418728627689e-15
0.25,1.5347965809565648e-14
0.5,1.4390334087080404e-14
0.75,3.0218876609261905e-14
1.0,3.604313395541775e-14
1.25,3.0024948837948375e-14
1.5,3.4429320482737096e-14
1.75,1.4901669814771888e-14
2.0,1.1987742861085576e-14
2.25,1.2545634971146672e-14
2.5,1.2525656248292961e-14
2.75,1.6437936031171078e-14
3.0,7.960416239805465e-15
3.25,8.793178499350678e-15
3.5,6.580113846204507e-15
3.75,5.713367414009817e-15
4.0,3.82542902956203e-15
4.25,5.5779421017860676e-15
4.5,6.593633336068908e-15
4.75,2.9846012693496613e-15
5.0,3.334949953822939e-15
5.25,2.8401457736342362e-15
5.5,3.86448347985548e-15
5.75,3.465782190308139e-15
6.0,4.3932983813193826e-15
6.25,4.011191472017629e-15
6.5,4.325302189309211e-15
6.75,3.647128439395484e-15
7.0,1.6104881120024518e-15
7.25,1.7901472271464316e-15
7.5,1.3428082717472345e-15
7.75,2.289430239649741e-15
8.0,1.859286805674953e-15
8.25,2.0660563070038015e-15
8.5,1.7341029796080164e-15
8.75,1.5640058395032572e-15
9.0,1.8232873472162457e-15
9.25,1.618526661522842e-15
9.5,1.5764755272164983e-15
9.75,1.036123764035114e-15
10.0,1.0344038502644931e-15
10.25,6.247761998185445e-16
10.5,9.15629161829684e-16
10.75,9.871820644895086e-16
11.0,7.560932756393596e-16
11.25,7.717239702249412e-16
11.5,4.448564660170316e-16
11.75,3.6188745330659185e-16
12.0,7.469248763839379e-16
12.25,5.449404120968888e-16
12.5,7.311736660821598e-16
12.75,8.14946993076176e-16
13.0,9.472851129147584e-16
13.25,1.5334956712391648e-15
13.5,1.5799820361881585e-15
13.75,1.811577167358766e-15
14.0,8.407988634993057e-16
14.25,5.70341326700796e-16
14.5,6.39591579142173e-16
14.75,4.612447286626147e-16
15.0,5.464994760944438e-16
15.25,5.077288035304943e-16
15.5,5.25507559702345e-16
15.75,1.3287552506530528e-16
16.0,1.242740681141744e-16
16.25,5.023628661901525e-16
16.5,5.600532848287149e-16
16.75,7.744243394858878e-16
17.0,7.797645601348928e-16
17.25,8.077250386634662e-16
17.5,8.77099214426798e-16
17.75,7.15227970380803e-16
18.0,7.424154629037351e-16
18.25,6.876413502632661e-16
18.5,4.380700582893067e-16
