t_capture_sec,timestamp_unix,block_idx,sample_idx,sample_in_block,status,ch1_uV,ch2_uV,ch3_uV,ch4_uV
0.0040751630000386285,1779623331.2531943,5644,47569,0,12582912,44,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47570,1,12582912,32,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47571,2,12582912,21,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47572,3,12582912,24,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47573,4,12582912,35,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47574,5,12582912,40,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47575,6,12582912,35,0,0,0
0.0040751630000386285,1779623331.2531943,5644,47576,7,12582912,30,0,0,0
0.004243751000046814,1779623331.2533617,5645,47577,0,12582912,34,0,0,0
0.004243751000046814,1779623331.2533617,5645,47578,1,12582912,41,0,0,0
0.004243751000046814,1779623331.2533617,5645,47579,2,12582912,46,0,0,0
0.004243751000046814,1779623331.2533617,5645,47580,3,12582912,44,0,0,0
0.004243751000046814,1779623331.2533617,5645,47581,4,12582912,41,0,0,0
0.004243751000046814,1779623331.2533617,5645,47582,5,12582912,41,0,0,0
0.004243751000046814,1779623331.2533617,5645,47583,6,12582912,43,0,0,0
0.004243751000046814,1779623331.2533617,5645,47584,7,12582912,41,0,0,0
0.004335987000047226,1779623331.2534537,5646,47585,0,12582912,37,0,0,0
0.004335987000047226,1779623331.2534537,5646,47586,1,12582912,36,0,0,0
0.004335987000047226,1779623331.2534537,5646,47587,2,12582912,38,0,0,0
0.004335987000047226,1779623331.2534537,5646,47588,3,12582912,41,0,0,0
0.004335987000047226,1779623331.2534537,5646,47589,4,12582912,46,0,0,0
0.004335987000047226,1779623331.2534537,5646,47590,5,12582912,45,0,0,0
0.004335987000047226,1779623331.2534537,5646,47591,6,12582912,41,0,0,0
0.004335987000047226,1779623331.2534537,5646,47592,7,12582912,40,0,0,0
0.004422077000015179,1779623331.25354,5647,47593,0,12582912,43,0,0,0
0.004422077000015179,1779623331.25354,5647,47594,1,12582912,46,0,0,0
0.004422077000015179,1779623331.25354,5647,47595,2,12582912,45,0,0,0
0.004422077000015179,1779623331.25354,5647,47596,3,12582912,41,0,0,0
0.004422077000015179,1779623331.25354,5647,47597,4,12582912,38,0,0,0
0.004422077000015179,1779623331.25354,5647,47598,5,12582912,37,0,0,0
0.004422077000015179,1779623331.25354,5647,47599,6,12582912,40,0,0,0
0.004422077000015179,1779623331.25354,5647,47600,7,12582912,42,0,0,0
0.004508740999995098,1779623331.2536266,5648,47601,0,12582912,39,0,0,0
0.004508740999995098,1779623331.2536266,5648,47602,1,12582912,36,0,0,0
0.004508740999995098,1779623331.2536266,5648,47603,2,12582912,38,0,0,0
0.004508740999995098,1779623331.2536266,5648,47604,3,12582912,46,0,0,0
0.004508740999995098,1779623331.2536266,5648,47605,4,12582912,50,0,0,0
0.004508740999995098,1779623331.2536266,5648,47606,5,12582912,48,0,0,0
0.004508740999995098,1779623331.2536266,5648,47607,6,12582912,43,0,0,0
0.004508740999995098,1779623331.2536266,5648,47608,7,12582912,41,0,0,0
0.004596863000017493,1779623331.253715,5649,47609,0,12582912,43,0,0,0
0.004596863000017493,1779623331.253715,5649,47610,1,12582912,44,0,0,0
0.004596863000017493,1779623331.253715,5649,47611,2,12582912,44,0,0,0
0.004596863000017493,1779623331.253715,5649,47612,3,12582912,42,0,0,0
0.004596863000017493,1779623331.253715,5649,47613,4,12582912,41,0,0,0
0.004596863000017493,1779623331.253715,5649,47614,5,12582912,47,0,0,0
0.004596863000017493,1779623331.253715,5649,47615,6,12582912,53,0,0,0
0.004596863000017493,1779623331.253715,5649,47616,7,12582912,49,0,0,0
0.004681287000039447,1779623331.2537992,5650,47617,0,12582912,39,0,0,0
0.004681287000039447,1779623331.2537992,5650,47618,1,12582912,34,0,0,0
0.004681287000039447,1779623331.2537992,5650,47619,2,12582912,40,0,0,0
0.004681287000039447,1779623331.2537992,5650,47620,3,12582912,43,0,0,0
0.004681287000039447,1779623331.2537992,5650,47621,4,12582912,40,0,0,0
0.004681287000039447,1779623331.2537992,5650,47622,5,12582912,35,0,0,0
0.004681287000039447,1779623331.2537992,5650,47623,6,12582912,37,0,0,0
0.004681287000039447,1779623331.2537992,5650,47624,7,12582912,49,0,0,0
0.00476711700002852,1779623331.2538853,5651,47625,0,12582912,57,0,0,0
0.00476711700002852,1779623331.2538853,5651,47626,1,12582912,52,0,0,0
0.00476711700002852,1779623331.2538853,5651,47627,2,12582912,39,0,0,0
0.00476711700002852,1779623331.2538853,5651,47628,3,12582912,32,0,0,0
0.00476711700002852,1779623331.2538853,5651,47629,4,12582912,37,0,0,0
0.00476711700002852,1779623331.2538853,5651,47630,5,12582912,41,0,0,0
0.00476711700002852,1779623331.2538853,5651,47631,6,12582912,40,0,0,0
0.00476711700002852,1779623331.2538853,5651,47632,7,12582912,34,0,0,0
0.004850760000010723,1779623331.2539687,5652,47633,0,12582912,33,0,0,0
0.004850760000010723,1779623331.2539687,5652,47634,1,12582912,44,0,0,0
0.004850760000010723,1779623331.2539687,5652,47635,2,12582912,52,0,0,0
0.004850760000010723,1779623331.2539687,5652,47636,3,12582912,51,0,0,0
0.004850760000010723,1779623331.2539687,5652,47637,4,12582912,44,0,0,0
0.004850760000010723,1779623331.2539687,5652,47638,5,12582912,39,0,0,0
0.004850760000010723,1779623331.2539687,5652,47639,6,12582912,45,0,0,0
0.004850760000010723,1779623331.2539687,5652,47640,7,12582912,53,0,0,0
0.004943308000008528,1779623331.2540612,5653,47641,0,12582912,53,0,0,0
0.004943308000008528,1779623331.2540612,5653,47642,1,12582912,48,0,0,0
0.004943308000008528,1779623331.2540612,5653,47643,2,12582912,44,0,0,0
0.004943308000008528,1779623331.2540612,5653,47644,3,12582912,45,0,0,0
0.004943308000008528,1779623331.2540612,5653,47645,4,12582912,48,0,0,0
0.004943308000008528,1779623331.2540612,5653,47646,5,12582912,47,0,0,0
0.004943308000008528,1779623331.2540612,5653,47647,6,12582912,40,0,0,0
0.004943308000008528,1779623331.2540612,5653,47648,7,12582912,33,0,0,0
0.005036951000022327,1779623331.2541547,5654,47649,0,12582912,33,0,0,0
0.005036951000022327,1779623331.2541547,5654,47650,1,12582912,40,0,0,0
0.005036951000022327,1779623331.2541547,5654,47651,2,12582912,42,0,0,0
0.005036951000022327,1779623331.2541547,5654,47652,3,12582912,37,0,0,0
0.005036951000022327,1779623331.2541547,5654,47653,4,12582912,33,0,0,0
0.005036951000022327,1779623331.2541547,5654,47654,5,12582912,36,0,0,0
0.005036951000022327,1779623331.2541547,5654,47655,6,12582912,41,0,0,0
0.005036951000022327,1779623331.2541547,5654,47656,7,12582912,43,0,0,0
0.005123979000018153,1779623331.2542424,5655,47657,0,12582912,41,0,0,0
0.005123979000018153,1779623331.2542424,5655,47658,1,12582912,37,0,0,0
0.005123979000018153,1779623331.2542424,5655,47659,2,12582912,39,0,0,0
0.005123979000018153,1779623331.2542424,5655,47660,3,12582912,42,0,0,0
0.005123979000018153,1779623331.2542424,5655,47661,4,12582912,43,0,0,0
0.005123979000018153,1779623331.2542424,5655,47662,5,12582912,40,0,0,0
0.005123979000018153,1779623331.2542424,5655,47663,6,12582912,36,0,0,0
0.005123979000018153,1779623331.2542424,5655,47664,7,12582912,37,0,0,0
0.005215382000017144,1779623331.2543335,5656,47665,0,12582912,44,0,0,0
0.005215382000017144,1779623331.2543335,5656,47666,1,12582912,48,0,0,0
0.005215382000017144,1779623331.2543335,5656,47667,2,12582912,44,0,0,0
0.005215382000017144,1779623331.2543335,5656,47668,3,12582912,41,0,0,0
0.005215382000017144,1779623331.2543335,5656,47669,4,12582912,45,0,0,0
0.005215382000017144,1779623331.2543335,5656,47670,5,12582912,42,0,0,0
0.005215382000017144,1779623331.2543335,5656,47671,6,12582912,31,0,0,0
0.005215382000017144,1779623331.2543335,5656,47672,7,12582912,24,0,0,0
0.005302774000028876,1779623331.2544215,5657,47673,0,12582912,28,0,0,0
0.005302774000028876,1779623331.2544215,5657,47674,1,12582912,39,0,0,0
0.005302774000028876,1779623331.2544215,5657,47675,2,12582912,42,0,0,0
0.005302774000028876,1779623331.2544215,5657,47676,3,12582912,38,0,0,0
0.005302774000028876,1779623331.2544215,5657,47677,4,12582912,31,0,0,0
0.005302774000028876,1779623331.2544215,5657,47678,5,12582912,25,0,0,0
0.005302774000028876,1779623331.2544215,5657,47679,6,12582912,31,0,0,0
0.005302774000028876,1779623331.2544215,5657,47680,7,12582912,39,0,0,0
0.005395896000038647,1779623331.254514,5658,47681,0,12582912,39,0,0,0
0.005395896000038647,1779623331.254514,5658,47682,1,12582912,32,0,0,0
0.005395896000038647,1779623331.254514,5658,47683,2,12582912,25,0,0,0
0.005395896000038647,1779623331.254514,5658,47684,3,12582912,29,0,0,0
0.005395896000038647,1779623331.254514,5658,47685,4,12582912,34,0,0,0
0.005395896000038647,1779623331.254514,5658,47686,5,12582912,33,0,0,0
0.005395896000038647,1779623331.254514,5658,47687,6,12582912,27,0,0,0
0.005395896000038647,1779623331.254514,5658,47688,7,12582912,22,0,0,0
0.005483080000033169,1779623331.254601,5659,47689,0,12582912,26,0,0,0
0.005483080000033169,1779623331.254601,5659,47690,1,12582912,34,0,0,0
0.005483080000033169,1779623331.254601,5659,47691,2,12582912,40,0,0,0
0.005483080000033169,1779623331.254601,5659,47692,3,12582912,40,0,0,0
0.005483080000033169,1779623331.254601,5659,47693,4,12582912,37,0,0,0
0.005483080000033169,1779623331.254601,5659,47694,5,12582912,42,0,0,0
0.005483080000033169,1779623331.254601,5659,47695,6,12582912,46,0,0,0
0.005483080000033169,1779623331.254601,5659,47696,7,12582912,45,0,0,0
0.031744618999994145,1779623331.2808635,5660,47697,0,12582912,38,0,0,0
0.031744618999994145,1779623331.2808635,5660,47698,1,12582912,34,0,0,0
0.031744618999994145,1779623331.2808635,5660,47699,2,12582912,39,0,0,0
0.031744618999994145,1779623331.2808635,5660,47700,3,12582912,42,0,0,0
0.031744618999994145,1779623331.2808635,5660,47701,4,12582912,37,0,0,0
0.031744618999994145,1779623331.2808635,5660,47702,5,12582912,29,0,0,0
0.031744618999994145,1779623331.2808635,5660,47703,6,12582912,26,0,0,0
0.031744618999994145,1779623331.2808635,5660,47704,7,12582912,34,0,0,0
0.03185477100004164,1779623331.2809727,5661,47705,0,12582912,41,0,0,0
0.03185477100004164,1779623331.2809727,5661,47706,1,12582912,39,0,0,0
0.03185477100004164,1779623331.2809727,5661,47707,2,12582912,32,0,0,0
0.03185477100004164,1779623331.2809727,5661,47708,3,12582912,26,0,0,0
0.03185477100004164,1779623331.2809727,5661,47709,4,12582912,31,0,0,0
0.03185477100004164,1779623331.2809727,5661,47710,5,12582912,37,0,0,0
0.03185477100004164,1779623331.2809727,5661,47711,6,12582912,38,0,0,0
0.03185477100004164,1779623331.2809727,5661,47712,7,12582912,32,0,0,0
0.03194560100001809,1779623331.2810633,5662,47713,0,12582912,27,0,0,0
0.03194560100001809,1779623331.2810633,5662,47714,1,12582912,30,0,0,0
0.03194560100001809,1779623331.2810633,5662,47715,2,12582912,34,0,0,0
0.03194560100001809,1779623331.2810633,5662,47716,3,12582912,34,0,0,0
0.03194560100001809,1779623331.2810633,5662,47717,4,12582912,32,0,0,0
0.03194560100001809,1779623331.2810633,5662,47718,5,12582912,29,0,0,0
0.03194560100001809,1779623331.2810633,5662,47719,6,12582912,31,0,0,0
0.03194560100001809,1779623331.2810633,5662,47720,7,12582912,32,0,0,0
0.032036900000036894,1779623331.2811549,5663,47721,0,12582912,28,0,0,0
0.032036900000036894,1779623331.2811549,5663,47722,1,12582912,24,0,0,0
0.032036900000036894,1779623331.2811549,5663,47723,2,12582912,25,0,0,0
0.032036900000036894,1779623331.2811549,5663,47724,3,12582912,35,0,0,0
0.032036900000036894,1779623331.2811549,5663,47725,4,12582912,42,0,0,0
0.032036900000036894,1779623331.2811549,5663,47726,5,12582912,39,0,0,0
0.032036900000036894,1779623331.2811549,5663,47727,6,12582912,31,0,0,0
0.032036900000036894,1779623331.2811549,5663,47728,7,12582912,24,0,0,0
0.03212439600002881,1779623331.2812426,5664,47729,0,12582912,29,0,0,0
0.03212439600002881,1779623331.2812426,5664,47730,1,12582912,37,0,0,0
0.03212439600002881,1779623331.2812426,5664,47731,2,12582912,43,0,0,0
0.03212439600002881,1779623331.2812426,5664,47732,3,12582912,43,0,0,0
0.03212439600002881,1779623331.2812426,5664,47733,4,12582912,39,0,0,0
0.03212439600002881,1779623331.2812426,5664,47734,5,12582912,39,0,0,0
0.03212439600002881,1779623331.2812426,5664,47735,6,12582912,38,0,0,0
0.03212439600002881,1779623331.2812426,5664,47736,7,12582912,36,0,0,0
0.03221043500002452,1779623331.2813284,5665,47737,0,12582912,34,0,0,0
0.03221043500002452,1779623331.2813284,5665,47738,1,12582912,33,0,0,0
0.03221043500002452,1779623331.2813284,5665,47739,2,12582912,39,0,0,0
0.03221043500002452,1779623331.2813284,5665,47740,3,12582912,48,0,0,0
0.03221043500002452,1779623331.2813284,5665,47741,4,12582912,51,0,0,0
0.03221043500002452,1779623331.2813284,5665,47742,5,12582912,48,0,0,0
0.03221043500002452,1779623331.2813284,5665,47743,6,12582912,40,0,0,0
0.03221043500002452,1779623331.2813284,5665,47744,7,12582912,35,0,0,0
0.032300899999995636,1779623331.2814188,5666,47745,0,12582912,37,0,0,0
0.032300899999995636,1779623331.2814188,5666,47746,1,12582912,41,0,0,0
0.032300899999995636,1779623331.2814188,5666,47747,2,12582912,43,0,0,0
0.032300899999995636,1779623331.2814188,5666,47748,3,12582912,42,0,0,0
0.032300899999995636,1779623331.2814188,5666,47749,4,12582912,43,0,0,0
0.032300899999995636,1779623331.2814188,5666,47750,5,12582912,45,0,0,0
0.032300899999995636,1779623331.2814188,5666,47751,6,12582912,44,0,0,0
0.032300899999995636,1779623331.2814188,5666,47752,7,12582912,40,0,0,0
0.03239131399999451,1779623331.2815092,5667,47753,0,12582912,36,0,0,0
0.03239131399999451,1779623331.2815092,5667,47754,1,12582912,38,0,0,0
0.03239131399999451,1779623331.2815092,5667,47755,2,12582912,41,0,0,0
0.03239131399999451,1779623331.2815092,5667,47756,3,12582912,41,0,0,0
0.03239131399999451,1779623331.2815092,5667,47757,4,12582912,40,0,0,0
0.03239131399999451,1779623331.2815092,5667,47758,5,12582912,36,0,0,0
0.03239131399999451,1779623331.2815092,5667,47759,6,12582912,36,0,0,0
0.03239131399999451,1779623331.2815092,5667,47760,7,12582912,37,0,0,0
0.03248125800001844,1779623331.2815993,5668,47761,0,12582912,39,0,0,0
0.03248125800001844,1779623331.2815993,5668,47762,1,12582912,42,0,0,0
0.03248125800001844,1779623331.2815993,5668,47763,2,12582912,42,0,0,0
0.03248125800001844,1779623331.2815993,5668,47764,3,12582912,44,0,0,0
0.03248125800001844,1779623331.2815993,5668,47765,4,12582912,48,0,0,0
0.03248125800001844,1779623331.2815993,5668,47766,5,12582912,48,0,0,0
0.03248125800001844,1779623331.2815993,5668,47767,6,12582912,43,0,0,0
0.03248125800001844,1779623331.2815993,5668,47768,7,12582912,38,0,0,0
0.0325713590000305,1779623331.2816894,5669,47769,0,12582912,41,0,0,0
0.0325713590000305,1779623331.2816894,5669,47770,1,12582912,46,0,0,0
0.0325713590000305,1779623331.2816894,5669,47771,2,12582912,50,0,0,0
0.0325713590000305,1779623331.2816894,5669,47772,3,12582912,49,0,0,0
0.0325713590000305,1779623331.2816894,5669,47773,4,12582912,45,0,0,0
0.0325713590000305,1779623331.2816894,5669,47774,5,12582912,45,0,0,0
0.0325713590000305,1779623331.2816894,5669,47775,6,12582912,45,0,0,0
0.0325713590000305,1779623331.2816894,5669,47776,7,12582912,42,0,0,0
0.03266317899999649,1779623331.2817812,5670,47777,0,12582912,37,0,0,0
0.03266317899999649,1779623331.2817812,5670,47778,1,12582912,36,0,0,0
0.03266317899999649,1779623331.2817812,5670,47779,2,12582912,41,0,0,0
0.03266317899999649,1779623331.2817812,5670,47780,3,12582912,43,0,0,0
0.03266317899999649,1779623331.2817812,5670,47781,4,12582912,38,0,0,0
0.03266317899999649,1779623331.2817812,5670,47782,5,12582912,33,0,0,0
0.03266317899999649,1779623331.2817812,5670,47783,6,12582912,33,0,0,0
0.03266317899999649,1779623331.2817812,5670,47784,7,12582912,42,0,0,0
0.03275494600001139,1779623331.281873,5671,47785,0,12582912,50,0,0,0
0.03275494600001139,1779623331.281873,5671,47786,1,12582912,49,0,0,0
0.03275494600001139,1779623331.281873,5671,47787,2,12582912,42,0,0,0
0.03275494600001139,1779623331.281873,5671,47788,3,12582912,35,0,0,0
0.03275494600001139,1779623331.281873,5671,47789,4,12582912,39,0,0,0
0.03275494600001139,1779623331.281873,5671,47790,5,12582912,247,0,0,0
0.03275494600001139,1779623331.281873,5671,47791,6,12582912,624,0,0,0
0.03275494600001139,1779623331.281873,5671,47792,7,12582912,507,0,0,0
0.03284895300004109,1779623331.281967,5672,47793,0,12582912,-189,0,0,0
0.03284895300004109,1779623331.281967,5672,47794,1,12582912,-574,0,0,0
0.03284895300004109,1779623331.281967,5672,47795,2,12582912,-158,0,0,0
0.03284895300004109,1779623331.281967,5672,47796,3,12582912,466,0,0,0
0.03284895300004109,1779623331.281967,5672,47797,4,12582912,471,0,0,0
0.03284895300004109,1779623331.281967,5672,47798,5,12582912,-86,0,0,0
0.03284895300004109,1779623331.281967,5672,47799,6,12582912,-418,0,0,0
0.03284895300004109,1779623331.281967,5672,47800,7,12582912,-111,0,0,0
0.03293858500001079,1779623331.2820563,5673,47801,0,12582912,374,0,0,0
0.03293858500001079,1779623331.2820563,5673,47802,1,12582912,381,0,0,0
0.03293858500001079,1779623331.2820563,5673,47803,2,12582912,-51,0,0,0
0.03293858500001079,1779623331.2820563,5673,47804,3,12582912,-313,0,0,0
0.03293858500001079,1779623331.2820563,5673,47805,4,12582912,-81,0,0,0
0.03293858500001079,1779623331.2820563,5673,47806,5,12582912,291,0,0,0
0.03293858500001079,1779623331.2820563,5673,47807,6,12582912,297,0,0,0
0.03293858500001079,1779623331.2820563,5673,47808,7,12582912,-35,0,0,0
0.03302806100003863,1779623331.282146,5674,47809,0,12582912,-236,0,0,0
0.03302806100003863,1779623331.282146,5674,47810,1,12582912,-56,0,0,0
0.03302806100003863,1779623331.282146,5674,47811,2,12582912,233,0,0,0
0.03302806100003863,1779623331.282146,5674,47812,3,12582912,241,0,0,0
0.03302806100003863,1779623331.282146,5674,47813,4,12582912,-12,0,0,0
0.03302806100003863,1779623331.282146,5674,47814,5,12582912,-164,0,0,0
