t_capture_start_sec,t_capture_end_sec,abs_start_monotonic,abs_end_monotonic,pitch_midi,note_name,velocity,channel,program,source_snapshot_ts_monotonic
-2.9921,-0.9921,1738.70825,1740.70825,69,A4,97,9,0,1750.855984537
-1.995613,0.004387,1740.726053,1742.726053,72,C5,96,9,0,1752.752602463
0.024459,1.274459,1742.746125,1743.996125,65,F4,99,9,0,1752.752602463
1.274459,2.024459,1743.996125,1744.746125,67,G4,60,9,0,1752.752602463
2.046931,2.796931,1744.768597,1745.518597,65,F4,101,9,0,1752.752602463
2.796931,4.046931,1745.518597,1746.768597,67,G4,61,9,0,1752.752602463
4.063102,6.063102,1746.784768,1748.784768,60,C4,98,9,0,1752.752602463
6.092359,8.092359,1748.814026,1750.814026,65,F4,96,9,0,1752.752602463
6.092359,8.092359,1748.814026,1750.814026,69,A4,88,9,0,1752.752602463
6.092359,8.092359,1748.814026,1750.814026,72,C5,81,9,0,1752.752602463
8.096187,9.721187,1750.817853,1752.442853,72,C5,96,9,0,1752.752602463
9.721187,10.096187,1752.442853,1752.817853,71,B4,58,9,0,1752.752602463
