capture,condition,channel,window_start_sec,quality_score,quality_gate,quality_state,alpha_drive,beta_gamma_drive,rms_beta_activity,band_driven_density,spectral_register,alpha_stability,rms_band_velocity,band_note_probability,valid,rms_uV,alpha_beta_ratio,beta_over_alpha_beta,theta_alpha_ratio,slow_power,fast_power,dominant_band
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,0.0,1.0,1.0,clean,0.48205256984231576,0.41771039179802566,0.25546132097681307,0.21700547292418404,0.47334311190430733,0.4214583944841767,0.5162206821865216,0.32360437833934724,True,25.92933845850416,0.9306978696637224,0.5179474301542023,0.5671658833118215,0.5958151210271428,0.2657463213892497,delta
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,0.256,1.0,1.0,clean,0.4811181874966928,0.42183449004442913,0.2548017468945104,0.2199669525871399,0.4720004547690406,0.4230766657924295,0.5132221935662804,0.32597356206971195,True,23.229322068285885,0.9162936491881826,0.5218406899278698,0.7254007353622342,0.5176465716909858,0.3349374102391922,delta
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,0.512,1.0,1.0,clean,0.4762636822713898,0.43161779831895,0.2544954929319463,0.22619030750380845,0.47638571656068995,0.4226917269095699,0.5086053913173495,0.33095224600304674,True,20.79112002541354,0.8549127408951045,0.5391089176056786,0.7689842564210874,0.4398870090426178,0.4093801084333378,delta
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,0.768,1.0,1.0,clean,0.4689368490122118,0.4406943395069937,0.24802965557385342,0.2299730054057833,0.48026851963535766,0.4216618653144286,0.49881321183299804,0.33397840432462667,True,16.824593133451817,0.8041918207514548,0.5542647896389236,0.7774041169965791,0.4435837842904968,0.404213819383326,delta
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,1.024,1.0,1.0,clean,0.4640048142710163,0.4482221576922981,0.24558949335523528,0.23324985079267188,0.48404000441523987,0.4205489406859969,0.4936789923605034,0.33659988063413754,True,18.113418647803485,0.8128642070817911,0.5516132957397073,0.7722564297889024,0.44004230969975444,0.4135340602636932,delta
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,1.28,1.0,1.0,clean,0.46369425268995706,0.45470924338604696,0.24591029770543238,0.23716144429437966,0.48870361216754576,0.4219959301801966,0.49051476782156234,0.33972915543550375,True,18.0673067054451,0.8611950776280974,0.5372891923136245,0.7016844769361519,0.38890864116080437,0.46212059166097874,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,1.536,1.0,1.0,clean,0.4567152471423716,0.46680704529171513,0.25036748617906057,0.2454923312506649,0.4973926772139098,0.4177147041508782,0.49036486648066663,0.34639386500053193,True,18.426633955121833,0.7687064765932091,0.5653849370887302,0.6738448581884604,0.33310549102894177,0.5180030746151968,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,1.792,1.0,1.0,clean,0.4488996616503108,0.47774424267935145,0.25457579643749495,0.2543242352669015,0.5046806874599276,0.4127321694579013,0.49030877976286913,0.3534593882135212,True,17.901725532650897,0.7365642687426744,0.5758496924051837,0.6211113412384449,0.30743478275214087,0.5353753294986537,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,2.048,1.0,1.0,clean,0.44076982317138463,0.48585477018537687,0.2559317495243173,0.26183118624427476,0.5096659194325831,0.40775901391979597,0.48848148534744557,0.3594649489954198,True,16.56003156488916,0.709475741845392,0.5849746653427184,0.5559073277605965,0.3082279625054002,0.5255362940460312,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,2.304,1.0,1.0,clean,0.43421057541761343,0.49351612941586764,0.25704484785214887,0.26821837194536285,0.5145327981590145,0.4044073310803838,0.4865476583286079,0.3645746975562903,True,15.948813954476696,0.704854335980921,0.5865603758001555,0.6309647043206557,0.2896044212750811,0.5454462726900479,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,2.56,1.0,1.0,clean,0.4250755614716534,0.5036670852151806,0.2602702397759876,0.27621352473165545,0.5213149530793102,0.39843690946764,0.48631059778734725,0.37097081978532437,True,16.046823055481735,0.6560349699374298,0.6038519826881024,0.5986331241453643,0.26031470391842737,0.578059230476241,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,2.816,1.0,1.0,clean,0.4126673519417532,0.5156178976969109,0.2628213229887777,0.2834368498857308,0.5293708819594621,0.39021198783299216,0.485954919840451,0.37674947990858465,True,15.701430057591628,0.5958499944674193,0.626625311567102,0.6922976246726674,0.265277846621561,0.5850924190443035,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,3.072,1.0,1.0,clean,0.402723005426186,0.5261708215329667,0.26660577493826654,0.28985985683274773,0.5368094620764682,0.382482290543369,0.4871057834155787,0.3818878854661981,True,16.285397454739822,0.5904131796795381,0.6287674252039096,0.5529819306114948,0.2533334866043443,0.6001725210419816,gamma
20260528-144607_s01_20260528_ear_eeg_ch1_only_00_precheck_10s,s01_20260528_ear_eeg_ch1_only_00_precheck_10s,0,3.328,1.0,1.0,clean,0.3979642808495405,0.5315439423222611,0.2674015315621003,0.29219579694000475,0.5406553752718465,0.3791053035921157,0.48669505819028,0.3837566375520038,True,15.835338909563834,0.6204697383642641,0.6171050136405534,0.5882708423502885,0.27495080573358555,0.5787339405675533,gamma
