capture,condition,channel,window_start_sec,quality_score,quality_gate,quality_state,valid,activity,calmness,tension,rhythmic_density,register,harmonic_stability,velocity_factor,note_probability,rms_uV,alpha_beta_ratio,beta_over_alpha_beta,theta_alpha_ratio,slow_power,fast_power,dominant_band
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,0.0,1.0,1.0,clean,True,0.38038898778912333,0.008737028141686821,0.6379857368468693,0.4705478499593344,0.2542372881355932,0.13238406039569217,0.5662722914523863,0.5264382799674675,19.88269879954479,0.37388351360947564,0.7278637454235964,4.622086605940231,0.6035510415673587,0.3643436141620423,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,0.256,1.0,1.0,clean,True,0.3788710254548353,0.009244302320301403,0.6367509819701641,0.4691290102352003,0.2542372881355932,0.1331459528186385,0.5652097178183847,0.5253032081881602,17.312225122574514,0.3943912916807141,0.7171588104137813,3.2319425166279285,0.5685635232979103,0.39058239162422825,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,0.512,1.0,1.0,clean,True,0.37607405650621967,0.00979012829065904,0.6337031790237088,0.46624424938734077,0.2542372881355932,0.13456747073063036,0.5632518395543538,0.5229953995098726,16.977856001996184,0.4191120195827574,0.7046660067659154,3.267319138606677,0.5788186048868829,0.37961263193807127,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,0.768,1.0,1.0,clean,True,0.3763888485169417,0.010120620084150335,0.6342444021497561,0.4666382922884266,0.2542372881355932,0.13459286230228315,0.5634721939618592,0.5233106338307413,16.50925844047077,0.39044244866083266,0.7191955344547636,3.1000157900645076,0.5457874405629921,0.41280939375913805,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,1.024,1.0,1.0,clean,True,0.3782008810071124,0.010126939117684843,0.635820954543648,0.46836790674489975,0.2542372881355932,0.13404517633621843,0.5647406167049788,0.5246943253959199,19.645881072341638,0.3575657604341895,0.7366125672419284,3.254184955078062,0.5850419479144018,0.3763999260593765,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,1.28,1.0,1.0,clean,True,0.3761435215820854,0.010150626651020286,0.6350275118489099,0.46675291817547393,0.2542372881355932,0.13433827817604477,0.5633004651074599,0.5234023345403792,19.941577351126,0.3674315148506397,0.7312980497617015,4.073341465195691,0.6260439602009976,0.33577791524126777,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,1.536,1.0,1.0,clean,True,0.3727376304469378,0.010241332966561652,0.6301123287650225,0.46281877485826745,0.2542372881355932,0.1361175513605072,0.5609163413128566,0.520255019886614,20.445173728686754,0.4217340937505655,0.7033664061285325,4.982862902363818,0.6537747788348303,0.3103070013600766,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,1.792,1.0,1.0,clean,True,0.3709201410646483,0.010224852472728314,0.6260910459899542,0.4602299577885054,0.2542372881355932,0.13751428801078944,0.5596440987452539,0.5181839662308044,20.468109360948485,0.4299267185638371,0.6993365373265105,5.2882863542892435,0.6462086954101498,0.32003337944245747,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,2.048,1.0,1.0,clean,True,0.3701643780924545,0.010148036540404137,0.6238247871249608,0.4589455212538317,0.2542372881355932,0.13825754825752645,0.5591150646647182,0.5171564170030655,20.371581491665562,0.4198756595574515,0.7042870220782265,5.2545440809529245,0.6375973012839731,0.32926888983821195,delta
20260524-122200_final_atenuacion_artefactos_mixed_states,final_atenuacion_artefactos_mixed_states,0,2.304,1.0,1.0,clean,True,0.3689742461434975,0.010313156045493089,0.6193259654785066,0.4565973479107507,0.2542372881355932,0.13993946351209322,0.5582819723004483,0.5152778783286007,20.18787861843144,0.4574453348715051,0.686132080610256,4.890071713383246,0.6380478074694492,0.32669734028013236,delta
